disease_Gene,Cell type,P-value,Disease
PET100,nampt neutrophil,0.004235918,Anemia
PIK3CA,type i nk t cell,0.002543708,Anemia
POLG,classical monocyte,2.12E-06,Anemia
PPARA,nk cell,0.001696511,Anemia
PPOX,nampt neutrophil,0.005925457,Anemia
PRB1,nk cell,0.00423599,Anemia
PRKAR1A,macrophage,0.003390143,Anemia
PSAP,macrophage,0.002543708,Anemia
PSMB8,naive b cell,0.001696511,Anemia
PSMB9,naive b cell,0.001696511,Anemia
RAC2,nampt neutrophil,0.002543708,Anemia
RECQL4,nampt neutrophil,0.002543708,Anemia
SHMT2,macrophage,0.009295656,Anemia
SLC4A1,erythrocyte,4.23E-06,Anemia
SMARCA5,erythrocyte,0.003390143,Anemia
SOS1,"cd4-positive, alpha-beta t cell",0.003390143,Anemia
STXBP2,nampt neutrophil,0.004235918,Anemia
TCIRG1,monocyte,0.003390086,Anemia
TCL1A,naive b cell,0.002543665,Anemia
TCL1B,naive b cell,0.002543665,Anemia
TERT,macrophage,0.003390143,Anemia
TGFB1,macrophage,0.001696511,Anemia
TLR9,monocyte,0.005080989,Anemia
TNFRSF10A,neutrophil,0.004235846,Anemia
TP53,macrophage,0.00423599,Anemia
TP63,"cd8-positive, alpha-beta t cell",0.000848608,Anemia
TSPAN33,macrophage,0.003390143,Anemia
UMPS,platelet,0.001696511,Anemia
WRAP53,macrophage,0.00423599,Anemia
ZBTB20,"cd4-positive, alpha-beta memory t cell",0.003390201,Anemia
ABCA7,ciliated epithelial cell,0.003390201,Arthrogryposis
NEGR1,club cell,0.000848608,Asthma
EVI5,cd4-positive alpha-beta t cell,0.002543665,Asthma
FCRL3,nk cell,0.001696482,Asthma
FCER1A,dendritic cell,0.000848608,Asthma
FCGR3A,dendritic cell,0.002543665,Asthma
PTPRC,cd4-positive alpha-beta t cell,0.000848608,Asthma
PTPRC,cd8-positive alpha-beta t cell,0.000848608,Asthma
PKDCC,type i pneumocyte,0.000848608,Asthma
IL1R1,capillary aerocyte,0.001696511,Asthma
IL18R1,capillary aerocyte,0.004235918,Asthma
IL18RAP,capillary aerocyte,0.004235918,Asthma
RAMP1,dendritic cell,0.001696511,Asthma
WNT7A,type i pneumocyte,0.000848608,Asthma
TP63,basal cell,0.000848608,Asthma
ITK,cd4-positive alpha-beta t cell,0.002543622,Asthma
ITK,cd8-positive alpha-beta t cell,0.002543622,Asthma
ITK,"cd4-positive, alpha-beta t cell",0.002543622,Asthma
ITPR3,dendritic cell,0.005925457,Asthma
ITPR3,b cell,0.005925457,Asthma
MOXD1,alveolar fibroblast,0.000848608,Asthma
VNN1,classical monocyte,0.000848608,Asthma
VNN1,intermediate monocyte,0.000848608,Asthma
TMEM26,fibroblast,0.001696482,Asthma
MUC5B,respiratory goblet cell,0.000848608,Asthma
CD69,dendritic cell,0.003390143,Asthma
CD69,b cell,0.003390143,Asthma
EXD1,capillary endothelial cell,0.003390201,Asthma
EXD1,capillary aerocyte,0.003390201,Asthma
TYRO3,capillary endothelial cell,0.005081075,Asthma
TYRO3,capillary aerocyte,0.005081075,Asthma
TPSAB1,basophil,0.001696482,Asthma
FUT2,respiratory goblet cell,0.002543708,Asthma
COX4I2,endothelial cell of lymphatic vessel,0.001696511,Asthma
COX4I2,pericyte cell,0.001696511,Asthma
BCL2L1,endothelial cell of lymphatic vessel,0.002543708,Asthma
BCL2L1,pericyte cell,0.002543708,Asthma
ADAMTS12,smooth muscle cell,0.002543665,Asthma
ADAMTS12,fibroblast,0.002543665,Asthma
ADAMTS4,dendritic cell,0.005081075,Asthma
ADAMTS9,lung ciliated cell,0.001696482,Asthma
ADORA1,macrophage,0.002543708,Asthma
ADRA2B,club cell,0.003390201,Asthma
AGER,dendritic cell,0.002543708,Asthma
AGT,bronchial smooth muscle cell,0.002543665,Asthma
AGT,vascular associated smooth muscle cell,0.002543665,Asthma
AGTR1,pericyte cell,0.000848608,Asthma
ANGPT1,alveolar fibroblast,0.000848608,Asthma
ANXA1,fibroblast,0.000848608,Asthma
APOBEC3B,classical monocyte,0.003390201,Asthma
APOBEC3C,classical monocyte,0.003390201,Asthma
ARG1,neutrophil,0.001696511,Asthma
ARHGEF1,neutrophil,0.000848608,Asthma
ATF6,dendritic cell,0.002543708,Asthma
BCL2L1,endothelial cell of lymphatic vessel,0.002543708,Asthma
BCL2L1,pericyte cell,0.002543708,Asthma
BPIFA1,respiratory goblet cell,0.000848608,Asthma
BRD2,dendritic cell,0.002543708,Asthma
BTNL2,dendritic cell,2.12E-06,Asthma
C3,b cell,0.002543708,Asthma
C4A,dendritic cell,0.002543708,Asthma
C4orf50,capillary aerocyte,0.000848608,Asthma
C6,vein endothelial cell,4.23E-06,Asthma
C6,lung microvascular endothelial cell,0.003390201,Asthma
CA2,alveolar fibroblast,0.003390201,Asthma
CARD10,classical monocyte,0.001696511,Asthma
CARD10,dendritic cell,0.001696511,Asthma
CARM1,classical monocyte,0.004235918,Asthma
CARM1,non-classical monocyte,0.004235918,Asthma
CARM1,intermediate monocyte,0.004235918,Asthma
CCDC103,pericyte cell,0.001696511,Asthma
CCL15,cd4-positive alpha-beta t cell,0.003390201,Asthma
CCL15,cd8-positive alpha-beta t cell,0.003390201,Asthma
CCL15,bronchial vessel endothelial cell,0.003390201,Asthma
CCL15,vein endothelial cell,4.23E-06,Asthma
CCL15,lung microvascular endothelial cell,0.003390201,Asthma
CCL18,cd4-positive alpha-beta t cell,0.005080903,Asthma
CCL18,cd8-positive alpha-beta t cell,1.06E-05,Asthma
CCL18,bronchial vessel endothelial cell,0.005080903,Asthma
CCL18,vein endothelial cell,1.06E-05,Asthma
CCL18,lung microvascular endothelial cell,0.005080903,Asthma
CCL3,cd4-positive alpha-beta t cell,0.005080903,Asthma
CCL3,cd8-positive alpha-beta t cell,1.06E-05,Asthma
CCL3,bronchial vessel endothelial cell,0.005080903,Asthma
CCL3,vein endothelial cell,1.06E-05,Asthma
CCL3,lung microvascular endothelial cell,0.005080903,Asthma
CCL3L1,cd8-positive alpha-beta t cell,0.002543622,Asthma
CCL5,bronchial vessel endothelial cell,0.003390201,Asthma
CCL5,vein endothelial cell,4.23E-06,Asthma
CCL5,lung microvascular endothelial cell,0.003390201,Asthma
CD1D,dendritic cell,0.000848608,Asthma
CD33,club cell,1.06E-05,Asthma
CD38,nk cell,0.004235846,Asthma
CD38,"cd8-positive, alpha-beta t cell",0.004235846,Asthma
CD48,cd4-positive alpha-beta t cell,0.004235918,Asthma
CD48,"cd4-positive, alpha-beta t cell",0.004235918,Asthma
CD63,smooth muscle cell,0.003390143,Asthma
CD63,bronchial smooth muscle cell,0.003390143,Asthma
CD63,vascular associated smooth muscle cell,0.003390143,Asthma
CD68,vascular associated smooth muscle cell,0.001696511,Asthma
CDKN1A,basophil,0.001696511,Asthma
CEACAM5,neutrophil,0.003390201,Asthma
CEACAM5,macrophage,0.003390201,Asthma
CEACAM6,neutrophil,0.000848608,Asthma
CHI3L1,macrophage,0.002543708,Asthma
CHIA,type ii pneumocyte,0.002543708,Asthma
CHIT1,macrophage,0.002543708,Asthma
CHRM2,capillary aerocyte,0.000848608,Asthma
CLEC10A,classical monocyte,0.002543665,Asthma
COL5A1,classical monocyte,0.000848608,Asthma
COL5A1,intermediate monocyte,0.000848608,Asthma
COL6A1,smooth muscle cell,0.002543665,Asthma
COMP,smooth muscle cell,0.003390201,Asthma
COX4I2,endothelial cell of lymphatic vessel,0.002543708,Asthma
COX4I2,pericyte cell,0.002543708,Asthma
CPA3,pericyte cell,0.001696511,Asthma
CPSF4,capillary aerocyte,0.001696482,Asthma
CRIP1,plasma cell,1.97E-05,Asthma
CRP,nk cell,0.003390201,Asthma
CRP,dendritic cell,0.003390201,Asthma
CRP,"cd8-positive, alpha-beta t cell",0.003390201,Asthma
CST2,type i pneumocyte,0.001696511,Asthma
CTLA4,cd4-positive alpha-beta t cell,2.12E-06,Asthma
CTLA4,cd8-positive alpha-beta t cell,0.002543708,Asthma
CTLA4,"cd4-positive, alpha-beta t cell",0.002543708,Asthma
CYP3A4,capillary aerocyte,0.003390201,Asthma
CYP3A5,capillary aerocyte,0.005925357,Asthma
CYP3A7,capillary aerocyte,0.005080989,Asthma
DAD1,nk cell,0.003390143,Asthma
DAD1,"cd8-positive, alpha-beta t cell",0.003390143,Asthma
EDN2,capillary aerocyte,0.001696482,Asthma
ERCC2,bronchial vessel endothelial cell,0.00423599,Asthma
ERCC2,vein endothelial cell,0.00423599,Asthma
F13A1,lung microvascular endothelial cell,0.001696511,Asthma
FABP4,macrophage,0.004235918,Asthma
FCER1A,dendritic cell,4.23E-06,Asthma
FCER1A,vein endothelial cell,0.003390201,Asthma
FCER1A,lung microvascular endothelial cell,0.003390201,Asthma
FCER1G,dendritic cell,0.005080989,Asthma
FCGR2A,dendritic cell,0.002543665,Asthma
FCGR2B,dendritic cell,0.001696511,Asthma
FCGR3A,dendritic cell,0.001696511,Asthma
FCGR3B,dendritic cell,0.001696511,Asthma
FCRL3,nk cell,0.000848608,Asthma
FCRL5,nk cell,0.001696511,Asthma
FCRL5,plasma cell,0.001696511,Asthma
FCRL5,b cell,0.001696511,Asthma
FFAR2,b cell,0.005080989,Asthma
FFAR3,b cell,0.004235918,Asthma
FGA,type ii pneumocyte,0.001696511,Asthma
FOXJ1,"cd4-positive, alpha-beta t cell",0.001696511,Asthma
FOXP4,type ii pneumocyte,0.002543708,Asthma
GAS2L2,vascular associated smooth muscle cell,0.002543665,Asthma
GGTLC1,type i pneumocyte,2.12E-06,Asthma
GLB1,bronchial smooth muscle cell,0.001696511,Asthma
GLP1R,pericyte cell,0.00423599,Asthma
GPR42,b cell,0.004235918,Asthma
GPRC6A,pericyte cell,0.003390143,Asthma
GRP,vascular associated smooth muscle cell,0.001696511,Asthma
GSTM1,alveolar fibroblast,0.002543708,Asthma
GSTM2,alveolar fibroblast,0.002543708,Asthma
GZMB,"cd8-positive, alpha-beta t cell",0.002543708,Asthma
HLA-DQA1,dendritic cell,2.12E-06,Asthma
HLA-DQA2,dendritic cell,0.002543708,Asthma
HLA-DQB1,dendritic cell,2.12E-06,Asthma
HLA-DQB2,dendritic cell,0.002543708,Asthma
HLA-DRA,dendritic cell,7.06E-07,Asthma
HLA-DRB1,dendritic cell,2.12E-06,Asthma
HLA-DRB5,dendritic cell,7.06E-07,Asthma
HP,mesothelial cell,0.002543708,Asthma
HSP90AB1,basal cell,0.005081075,Asthma
HSPA1A,dendritic cell,0.003390201,Asthma
HSPA1B,dendritic cell,0.003390201,Asthma
HSPB1,type i pneumocyte,0.003390201,Asthma
HSPB1,club cell,0.003390201,Asthma
HSPB1,mesothelial cell,0.003390201,Asthma
HSPD1,vein endothelial cell,0.001696511,Asthma
ICOS,cd4-positive alpha-beta t cell,0.000848608,Asthma
ICOS,cd8-positive alpha-beta t cell,0.000848608,Asthma
ICOS,"cd4-positive, alpha-beta t cell",0.000848608,Asthma
IFNG,plasma cell,0.001696511,Asthma
IL11,lung ciliated cell,0.002543708,Asthma
IL12RB2,lung ciliated cell,0.002543665,Asthma
IL18R1,capillary aerocyte,0.000848608,Asthma
IL18RAP,capillary aerocyte,0.000848608,Asthma
IL1R1,capillary aerocyte,0.002543665,Asthma
IL1RL1,capillary aerocyte,0.000848608,Asthma
IL23R,lung ciliated cell,0.001696482,Asthma
IL27RA,club cell,0.003390143,Asthma
IL32,neutrophil,0.003390143,Asthma
INSRR,capillary aerocyte,0.003390143,Asthma
IRF4,cd4-positive alpha-beta t cell,0.003390143,Asthma
IRF4,cd8-positive alpha-beta t cell,0.003390143,Asthma
IRF4,dendritic cell,0.003390143,Asthma
ISYNA1,non-classical monocyte,0.003390201,Asthma
ITGA7,smooth muscle cell,0.003390143,Asthma
ITGA7,bronchial smooth muscle cell,0.003390143,Asthma
ITGA7,vascular associated smooth muscle cell,0.003390143,Asthma
ITPKA,capillary endothelial cell,0.001696511,Asthma
ITPKA,capillary aerocyte,0.001696511,Asthma
JAKMIP1,capillary aerocyte,0.001696511,Asthma
KCNIP3,club cell,0.001696511,Asthma
KIR2DL4,non-classical monocyte,0.003390201,Asthma
KLK11,club cell,7.05E-06,Asthma
KLK11,mesothelial cell,7.05E-06,Asthma
KLRD1,cd8-positive alpha-beta t cell,7.06E-07,Asthma
KLRD1,nk cell,0.001696511,Asthma
KLRD1,"cd8-positive, alpha-beta t cell",7.06E-07,Asthma
KRT19,neutrophil,0.003390143,Asthma
KRT20,neutrophil,0.002543708,Asthma
KRT34,neutrophil,0.001696482,Asthma
LGALS1,classical monocyte,0.00423599,Asthma
LGALS1,dendritic cell,0.00423599,Asthma
LSM2,dendritic cell,0.003390201,Asthma
LTA,dendritic cell,0.00423599,Asthma
LTB,dendritic cell,0.00423599,Asthma
MCAM,adventitial cell,0.002543708,Asthma
MDFI,type ii pneumocyte,0.002543708,Asthma
MMP1,basal cell,0.003390201,Asthma
MMP10,basal cell,0.002543708,Asthma
MMP19,smooth muscle cell,0.007611987,Asthma
MMP19,bronchial smooth muscle cell,0.007611987,Asthma
MMP19,vascular associated smooth muscle cell,0.007611987,Asthma
MMP8,basal cell,0.004235918,Asthma
MMRN1,vein endothelial cell,0.000848608,Asthma
MMRN1,endothelial cell of lymphatic vessel,0.000848608,Asthma
MMRN1,lung microvascular endothelial cell,0.000848608,Asthma
MOXD1,alveolar fibroblast,0.003390201,Asthma
MS4A2,non-classical monocyte,0.001696511,Asthma
MS4A2,intermediate monocyte,0.001696511,Asthma
MS4A3,non-classical monocyte,0.001696511,Asthma
MS4A3,intermediate monocyte,0.001696511,Asthma
MUC5AC,respiratory goblet cell,0.006768679,Asthma
MUC5B,respiratory goblet cell,0.001696511,Asthma
MUSK,fibroblast,0.002543708,Asthma
NEGR1,club cell,0.000848608,Asthma
NES,plasmacytoid dendritic cell,0.000848608,Asthma
NGF,adventitial cell,0.000848608,Asthma
NOTCH4,dendritic cell,0.002543708,Asthma
NR5A1,lung ciliated cell,0.003390201,Asthma
NRG1,classical monocyte,0.000848608,Asthma
NRG1,intermediate monocyte,0.000848608,Asthma
NTF4,bronchial smooth muscle cell,0.005081075,Asthma
NTF4,vascular associated smooth muscle cell,0.005081075,Asthma
NTS,club cell,0.000848608,Asthma
OAS2,neutrophil,0.002543708,Asthma
ORM1,type ii pneumocyte,0.001696511,Asthma
ORMDL2,smooth muscle cell,0.007611987,Asthma
ORMDL2,bronchial smooth muscle cell,0.007611987,Asthma
ORMDL2,vascular associated smooth muscle cell,0.007611987,Asthma
OTOG,vein endothelial cell,0.001696511,Asthma
PBX2,dendritic cell,0.002543708,Asthma
PDE4B,pericyte cell,0.001696511,Asthma
PDE4B,fibroblast,0.001696511,Asthma
PIP5K1B,neutrophil,0.005080903,Asthma
PLA2G4A,mesothelial cell,0.004235774,Asthma
PLA2G4A,fibroblast,0.004235774,Asthma
PNPLA3,macrophage,0.003390201,Asthma
POSTN,smooth muscle cell,0.000848608,Asthma
PRICKLE2,lung ciliated cell,0.005080817,Asthma
PRKCB,basal cell,0.002543665,Asthma
PRPF19,type i pneumocyte,0.001696511,Asthma
PRPF19,club cell,0.001696511,Asthma
PTGDR,nk cell,0.000848608,Asthma
PTGDR,"cd8-positive, alpha-beta t cell",0.000848608,Asthma
PTGDR2,type i pneumocyte,0.001696511,Asthma
PTGDR2,club cell,0.001696511,Asthma
PTGDS,plasmacytoid dendritic cell,0.004235918,Asthma
PTGER1,vascular associated smooth muscle cell,0.003390201,Asthma
PTGER1,fibroblast,0.003390201,Asthma
PTGER2,nk cell,0.002543708,Asthma
PTGER2,"cd8-positive, alpha-beta t cell",0.002543708,Asthma
PTGER4,vein endothelial cell,0.002543708,Asthma
PTGS1,basophil,0.001696511,Asthma
PTGS2,mesothelial cell,0.003390029,Asthma
PTGS2,fibroblast,0.003390029,Asthma
PTPRC,cd4-positive alpha-beta t cell,0.000848608,Asthma
PTPRC,cd8-positive alpha-beta t cell,0.000848608,Asthma
PTTG1IP,classical monocyte,0.003390143,Asthma
PTTG1IP,intermediate monocyte,0.003390143,Asthma
PYHIN1,nk cell,0.004235918,Asthma
PYHIN1,classical monocyte,0.004235918,Asthma
PYHIN1,b cell,0.004235918,Asthma
RASGRF1,type ii pneumocyte,0.001696511,Asthma
RBP4,macrophage,0.001696511,Asthma
S100A12,classical monocyte,0.001696511,Asthma
S100A4,serous cell of epithelium of bronchus,0.001696482,Asthma
S100A5,serous cell of epithelium of bronchus,0.001696482,Asthma
S100A8,classical monocyte,0.001696511,Asthma
S100A9,classical monocyte,0.001696511,Asthma
SCGB3A1,capillary aerocyte,0.001696511,Asthma
SCGB3A1,endothelial cell of lymphatic vessel,0.001696511,Asthma
SCGB3A2,club cell,0.002543708,Asthma
SERPINA3,adventitial cell,0.000848608,Asthma
SFTPB,nk cell,0.001696511,Asthma
SFTPB,"cd8-positive, alpha-beta t cell",0.001696511,Asthma
SHBG,vascular associated smooth muscle cell,0.001696511,Asthma
SIGLEC9,respiratory goblet cell,0.006769138,Asthma
SIGLEC9,club cell,1.97E-05,Asthma
SLC24A3,basophil,0.001696511,Asthma
SLC30A8,club cell,0.001696511,Asthma
SNRNP70,bronchial smooth muscle cell,0.002543708,Asthma
SNRNP70,vascular associated smooth muscle cell,0.002543708,Asthma
SPEN,pulmonary ionocyte,0.003390143,Asthma
TAAR6,classical monocyte,0.001696511,Asthma
TAAR6,intermediate monocyte,0.001696511,Asthma
TAP1,dendritic cell,0.001696511,Asthma
TAP1,b cell,0.001696511,Asthma
TAP2,dendritic cell,0.001696511,Asthma
TAP2,b cell,0.001696511,Asthma
TBPL1,alveolar fibroblast,0.001696511,Asthma
TBPL1,pericyte cell,0.001696511,Asthma
TESPA1,basophil,0.000848608,Asthma
TGIF1,macrophage,0.000848608,Asthma
TLR2,adventitial cell,0.002543708,Asthma
TMEM26,fibroblast,0.001696482,Asthma
TNF,dendritic cell,0.00423599,Asthma
TNFRSF12A,neutrophil,0.004235918,Asthma
TNFSF14,b cell,0.002543708,Asthma
TOLLIP,respiratory goblet cell,0.002543708,Asthma
TOLLIP,bronchial smooth muscle cell,0.002543708,Asthma
TP53,vascular associated smooth muscle cell,0.000848608,Asthma
TP63,basal cell,0.000848608,Asthma
TPR,mesothelial cell,0.000848608,Asthma
TPR,fibroblast,0.000848608,Asthma
TPSAB1,basophil,2.12E-06,Asthma
TPSD1,basophil,2.12E-06,Asthma
TRAF2,plasmacytoid dendritic cell,0.002543708,Asthma
TYRO3,capillary endothelial cell,0.001696511,Asthma
TYRO3,capillary aerocyte,0.001696511,Asthma
USF1,type i pneumocyte,0.005081075,Asthma
USF2,b cell,0.005080989,Asthma
VAV1,classical monocyte,0.002543708,Asthma
VAV1,non-classical monocyte,0.002543708,Asthma
VAV1,intermediate monocyte,0.002543708,Asthma
VNN1,classical monocyte,0.000848608,Asthma
VNN1,intermediate monocyte,0.000848608,Asthma
WNT7A,type i pneumocyte,0.003390143,Asthma
XCL1,cd8-positive alpha-beta t cell,7.06E-07,Asthma
XCL1,"cd8-positive, alpha-beta t cell",7.06E-07,Asthma
ZNF365,type i pneumocyte,0.002543708,Asthma
ADIPOQ,type i nk t cell,0.002543708,Bernard-soulier
AIMP2,t cell,0.00423599,Bernard-soulier
C3,memory b cell,0.006768908,Bernard-soulier
F2,plasmacytoid dendritic cell,0.00845425,Bernard-soulier
F2,basophil,0.00845425,Bernard-soulier
FN1,"cd4-positive, alpha-beta t cell",0.000848608,Bernard-soulier
ITGA2B,erythrocyte,2.01E-08,Bernard-soulier
PRB2,nk cell,0.007612116,Bernard-soulier
PRDX2,macrophage,0.011816302,Bernard-soulier
RYR1,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.003390201,Bernard-soulier
RYR1,platelet,0.003390201,Bernard-soulier
TPO,plasmacytoid dendritic cell,0.000848608,Bernard-soulier
BTD,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.003390201,Biotinidase_Deficiency
HLCS,"cd4-positive, alpha-beta memory t cell",0.003390143,Biotinidase_Deficiency
NME1,macrophage,0.00423599,Biotinidase_Deficiency
ADAMTS5,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.001696511,Blood_Protein_Measurement
ADAMTS5,nk cell,0.001696511,Blood_Protein_Measurement
ADAMTS5,t cell,0.001696511,Blood_Protein_Measurement
AFF3,naive b cell,0.003390201,Blood_Protein_Measurement
AGPAT1,memory b cell,0.008454393,Blood_Protein_Measurement
AK1,"cd8-positive, alpha-beta t cell",0.005080989,Blood_Protein_Measurement
AOC1,monocyte,0.003390201,Blood_Protein_Measurement
APOH,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Blood_Protein_Measurement
ARG1,neutrophil,0.001696511,Blood_Protein_Measurement
ASGR1,classical monocyte,0.00423599,Blood_Protein_Measurement
ASGR1,monocyte,0.00423599,Blood_Protein_Measurement
ASGR2,classical monocyte,0.007611987,Blood_Protein_Measurement
ASGR2,monocyte,0.007611987,Blood_Protein_Measurement
ATF6B,memory b cell,0.00929597,Blood_Protein_Measurement
ATP1B2,macrophage,0.00423599,Blood_Protein_Measurement
B3GNT8,macrophage,0.003390201,Blood_Protein_Measurement
BLOC1S5-TXNDC5,plasma cell,0.002543708,Blood_Protein_Measurement
C1QC,monocyte,0.003390201,Blood_Protein_Measurement
C2,memory b cell,0.010136846,Blood_Protein_Measurement
C2,"naive thymus-derived cd4-positive, alpha-beta t cell",0.010136846,Blood_Protein_Measurement
C3,memory b cell,0.006768908,Blood_Protein_Measurement
C4A,memory b cell,0.008454393,Blood_Protein_Measurement
C4B,memory b cell,0.008454393,Blood_Protein_Measurement
C8G,nk cell,0.007612116,Blood_Protein_Measurement
CAPN12,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.002543665,Blood_Protein_Measurement
CCL14,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.001696511,Blood_Protein_Measurement
CCL15,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.002543708,Blood_Protein_Measurement
CCL15-CCL14,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.001696511,Blood_Protein_Measurement
CCL17,nk cell,0.005081075,Blood_Protein_Measurement
CCL18,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.004235846,Blood_Protein_Measurement
CCL23,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.002543708,Blood_Protein_Measurement
CD274,"cd8-positive, alpha-beta t cell",0.00423599,Blood_Protein_Measurement
CD300A,macrophage,0.004235846,Blood_Protein_Measurement
CD300E,macrophage,0.003390086,Blood_Protein_Measurement
CD300LB,macrophage,0.004235846,Blood_Protein_Measurement
CD300LF,macrophage,0.00761173,Blood_Protein_Measurement
CD48,"cd4-positive, alpha-beta t cell",0.00929597,Blood_Protein_Measurement
CD48,nampt neutrophil,0.00929597,Blood_Protein_Measurement
CD8A,"cd8-positive, alpha-beta t cell",0.005080903,Blood_Protein_Measurement
CDC42EP1,t cell,0.005081075,Blood_Protein_Measurement
CDCA3,monocyte,0.009295813,Blood_Protein_Measurement
CDH23,macrophage,0.00423599,Blood_Protein_Measurement
CEP112,"naive thymus-derived cd4-positive, alpha-beta t cell",0.001696511,Blood_Protein_Measurement
CFB,memory b cell,0.00929597,Blood_Protein_Measurement
CHI3L1,neutrophil,0.005081075,Blood_Protein_Measurement
CHIT1,neutrophil,0.005081075,Blood_Protein_Measurement
CKM,erythrocyte,0.002543708,Blood_Protein_Measurement
CLEC10A,classical monocyte,0.004235918,Blood_Protein_Measurement
CLEC10A,monocyte,0.004235918,Blood_Protein_Measurement
CLEC11A,memory b cell,0.003390201,Blood_Protein_Measurement
COLQ,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.00423599,Blood_Protein_Measurement
