disease_Gene,Cell type,P-value,Disease
SCN2B,CD4+ cytotoxic T2 cell,0.0010697,Abnormality_Of_The_Cardiovascular_System
SCN2B,CD4+ cytotoxic T1 cell,0.001375142,Abnormality_Of_The_Cardiovascular_System
SCN2B,CD4+ central memory like T (Tcm-like) cell,0.0010697,Abnormality_Of_The_Cardiovascular_System
SCN2B,Proliferative CD8+ T cell,0.000611382,Abnormality_Of_The_Cardiovascular_System
SCN2B,Proliferative CD4+ T cell,0.000611382,Abnormality_Of_The_Cardiovascular_System
SCN2B,Regulatory CD8+ T cell,0.000611382,Abnormality_Of_The_Cardiovascular_System
AP000783.1,Lymphoid-primed multipotent progenitor cell(LMPP),0.001460771,Abnormality_Of_The_Cardiovascular_System
GRAMD1B,Lymphoid-primed multipotent progenitor cell(LMPP),0.001460771,Abnormality_Of_The_Cardiovascular_System
GLB1L3,T cell,0.00772112,Abnormality_Of_The_Cardiovascular_System
GLB1L3,Monocyte,0.010754678,Abnormality_Of_The_Cardiovascular_System
GLB1L3,Natural killer cell,0.008328561,Abnormality_Of_The_Cardiovascular_System
GLB1L3,Large granular lymphocyte,0.000101918,Abnormality_Of_The_Cardiovascular_System
GLB1L3,CD4-CD28- T cell,0.000611377,Abnormality_Of_The_Cardiovascular_System
GLB1L3,CD4-CD28+ T cell,0.000611377,Abnormality_Of_The_Cardiovascular_System
GLB1L3,Effector memory T cell,0.001629646,Abnormality_Of_The_Cardiovascular_System
GLB1L3,Effector T(Teff) cell,0.001120619,Abnormality_Of_The_Cardiovascular_System
GLB1L3,Cytotoxic CD4+ T cell,0.000305727,Abnormality_Of_The_Cardiovascular_System
GLB1L3,CD56dim Natural killer cell,0.000713243,Abnormality_Of_The_Cardiovascular_System
GLB1L3,Activated natural killer cell,0.000611377,Abnormality_Of_The_Cardiovascular_System
KIF5A,Activated memory B cell,0.002646848,Abnormality_Of_The_Cardiovascular_System
RP11-650K20.3,Plasmacytoid dendritic cell,0.023701254,Abnormality_Of_The_Cardiovascular_System
HSP90B1,Plasmacytoid dendritic cell,0.023701254,Abnormality_Of_The_Cardiovascular_System
C12orf73,Plasmacytoid dendritic cell,0.023701254,Abnormality_Of_The_Cardiovascular_System
TDG,Plasmacytoid dendritic cell,0.023701254,Abnormality_Of_The_Cardiovascular_System
GLT8D2,Plasmacytoid dendritic cell,0.023701254,Abnormality_Of_The_Cardiovascular_System
HECTD4,CD4+ T cell,0.007939826,Abnormality_Of_The_Cardiovascular_System
HECTD4,AXL+SIGLEC6+ dendritic cell,0.009709484,Abnormality_Of_The_Cardiovascular_System
HECTD4,Lymphoid-primed multipotent progenitor cell(LMPP),0.010181215,Abnormality_Of_The_Cardiovascular_System
HNF1A,Naive B cell,0.005287317,Abnormality_Of_The_Cardiovascular_System
C12orf43,Naive B cell,0.005287317,Abnormality_Of_The_Cardiovascular_System
OASL,Naive B cell,0.005287317,Abnormality_Of_The_Cardiovascular_System
MAPK1IP1L,Macrophage,0.002782961,Abnormality_Of_The_Cardiovascular_System
MAPK1IP1L,CD1C-CD141- dendritic cell,0.022033824,Abnormality_Of_The_Cardiovascular_System
MAPK1IP1L,Regulatory T(Treg) cell,0.002579527,Abnormality_Of_The_Cardiovascular_System
MAPK1IP1L,Natural regulatory T cell,0.000747219,Abnormality_Of_The_Cardiovascular_System
MAPK1IP1L,Memory T cell,0.001290388,Abnormality_Of_The_Cardiovascular_System
LGALS3,Macrophage,0.002782961,Abnormality_Of_The_Cardiovascular_System
LGALS3,CD1C-CD141- dendritic cell,0.022033824,Abnormality_Of_The_Cardiovascular_System
LGALS3,Regulatory T(Treg) cell,0.002579527,Abnormality_Of_The_Cardiovascular_System
LGALS3,Natural regulatory T cell,0.000747219,Abnormality_Of_The_Cardiovascular_System
LGALS3,Memory T cell,0.001290388,Abnormality_Of_The_Cardiovascular_System
DLGAP5,Macrophage,0.002782961,Abnormality_Of_The_Cardiovascular_System
DLGAP5,CD1C-CD141- dendritic cell,0.022033824,Abnormality_Of_The_Cardiovascular_System
DLGAP5,Regulatory T(Treg) cell,0.002579527,Abnormality_Of_The_Cardiovascular_System
DLGAP5,Natural regulatory T cell,0.000747219,Abnormality_Of_The_Cardiovascular_System
DLGAP5,Memory T cell,0.001290388,Abnormality_Of_The_Cardiovascular_System
FBXO34,Macrophage,0.002782961,Abnormality_Of_The_Cardiovascular_System
FBXO34,CD1C-CD141- dendritic cell,0.022033824,Abnormality_Of_The_Cardiovascular_System
FBXO34,Regulatory T(Treg) cell,0.002579527,Abnormality_Of_The_Cardiovascular_System
FBXO34,Natural regulatory T cell,0.000747219,Abnormality_Of_The_Cardiovascular_System
FBXO34,Memory T cell,0.001290388,Abnormality_Of_The_Cardiovascular_System
WDHD1,Macrophage,0.002782961,Abnormality_Of_The_Cardiovascular_System
WDHD1,CD1C-CD141- dendritic cell,0.022033824,Abnormality_Of_The_Cardiovascular_System
WDHD1,Regulatory T(Treg) cell,0.002579527,Abnormality_Of_The_Cardiovascular_System
WDHD1,Natural regulatory T cell,0.000747219,Abnormality_Of_The_Cardiovascular_System
WDHD1,Memory T cell,0.001290388,Abnormality_Of_The_Cardiovascular_System
SOCS4,Macrophage,0.002782961,Abnormality_Of_The_Cardiovascular_System
SOCS4,CD1C-CD141- dendritic cell,0.022033824,Abnormality_Of_The_Cardiovascular_System
SOCS4,Regulatory T(Treg) cell,0.002579527,Abnormality_Of_The_Cardiovascular_System
SOCS4,Natural regulatory T cell,0.000747219,Abnormality_Of_The_Cardiovascular_System
SOCS4,Memory T cell,0.001290388,Abnormality_Of_The_Cardiovascular_System
ATG14,Macrophage,0.002782961,Abnormality_Of_The_Cardiovascular_System
ATG14,CD1C-CD141- dendritic cell,0.022033824,Abnormality_Of_The_Cardiovascular_System
ATG14,Regulatory T(Treg) cell,0.002579527,Abnormality_Of_The_Cardiovascular_System
ATG14,Natural regulatory T cell,0.000747219,Abnormality_Of_The_Cardiovascular_System
ATG14,Memory T cell,0.001290388,Abnormality_Of_The_Cardiovascular_System
EVL,CD1C-CD141- dendritic cell,0.02746577,Abnormality_Of_The_Cardiovascular_System
EVL,Multilymphoid progenitor cell,0.04959135,Abnormality_Of_The_Cardiovascular_System
DEGS2,CD1C-CD141- dendritic cell,0.022033824,Abnormality_Of_The_Cardiovascular_System
DEGS2,Multilymphoid progenitor cell,0.03987417,Abnormality_Of_The_Cardiovascular_System
ALDH1A2,Stem cell,0.001307278,Abnormality_Of_The_Cardiovascular_System
LIPC,Stem cell,0.001120619,Abnormality_Of_The_Cardiovascular_System
RORA,Natural regulatory T cell,0.000373673,Abnormality_Of_The_Cardiovascular_System
SPSB3,Naive CD4+ T cell,0.00782013,Abnormality_Of_The_Cardiovascular_System
SPSB3,Naive CD8+ T cell,0.020913543,Abnormality_Of_The_Cardiovascular_System
NUBP2,Naive CD4+ T cell,0.00782013,Abnormality_Of_The_Cardiovascular_System
NUBP2,Naive CD8+ T cell,0.020913543,Abnormality_Of_The_Cardiovascular_System
IGFALS,Naive CD4+ T cell,0.00782013,Abnormality_Of_The_Cardiovascular_System
IGFALS,Naive CD8+ T cell,0.020913543,Abnormality_Of_The_Cardiovascular_System
CLUAP1,Naive CD8+ T cell,0.019030364,Abnormality_Of_The_Cardiovascular_System
CLUAP1,Multilymphoid progenitor cell,0.004360398,Abnormality_Of_The_Cardiovascular_System
CETP,Effector CD8+ memory T (Tem) cell,0.012769019,Abnormality_Of_The_Cardiovascular_System
CETP,Leukemic stem cell,0.00229093,Abnormality_Of_The_Cardiovascular_System
PDP2,Lymphoid-primed multipotent progenitor cell(LMPP),0.021691118,Abnormality_Of_The_Cardiovascular_System
FAM96B,Lymphoid-primed multipotent progenitor cell(LMPP),0.000354857,Abnormality_Of_The_Cardiovascular_System
CES2,Lymphoid-primed multipotent progenitor cell(LMPP),0.000354857,Abnormality_Of_The_Cardiovascular_System
CES3,Lymphoid-primed multipotent progenitor cell(LMPP),0.000393911,Abnormality_Of_The_Cardiovascular_System
CES4A,Lymphoid-primed multipotent progenitor cell(LMPP),0.000478004,Abnormality_Of_The_Cardiovascular_System
CBFB,Lymphoid-primed multipotent progenitor cell(LMPP),0.000523032,Abnormality_Of_The_Cardiovascular_System
CBFB,Granulocyte-monocyte progenitor,0.045105221,Abnormality_Of_The_Cardiovascular_System
KIAA0895L,Lymphoid-primed multipotent progenitor cell(LMPP),0.000434962,Abnormality_Of_The_Cardiovascular_System
KIAA0895L,Granulocyte-monocyte progenitor,0.041264457,Abnormality_Of_The_Cardiovascular_System
C16orf70,Lymphoid-primed multipotent progenitor cell(LMPP),0.000477988,Abnormality_Of_The_Cardiovascular_System
C16orf70,Granulocyte-monocyte progenitor,0.043186031,Abnormality_Of_The_Cardiovascular_System
B3GNT9,Lymphoid-primed multipotent progenitor cell(LMPP),0.000477988,Abnormality_Of_The_Cardiovascular_System
B3GNT9,Granulocyte-monocyte progenitor,0.043186031,Abnormality_Of_The_Cardiovascular_System
HSF4,Lymphoid-primed multipotent progenitor cell(LMPP),0.000393911,Abnormality_Of_The_Cardiovascular_System
HSF4,Granulocyte-monocyte progenitor,0.039338334,Abnormality_Of_The_Cardiovascular_System
NOL3,Lymphoid-primed multipotent progenitor cell(LMPP),0.000393911,Abnormality_Of_The_Cardiovascular_System
NOL3,Granulocyte-monocyte progenitor,0.039338334,Abnormality_Of_The_Cardiovascular_System
FHOD1,Lymphoid-primed multipotent progenitor cell(LMPP),0.000570019,Abnormality_Of_The_Cardiovascular_System
FHOD1,Granulocyte-monocyte progenitor,0.047019098,Abnormality_Of_The_Cardiovascular_System
SLC9A5,Lymphoid-primed multipotent progenitor cell(LMPP),0.000570019,Abnormality_Of_The_Cardiovascular_System
SLC9A5,Granulocyte-monocyte progenitor,0.047019098,Abnormality_Of_The_Cardiovascular_System
PLEKHG4,Lymphoid-primed multipotent progenitor cell(LMPP),0.000570019,Abnormality_Of_The_Cardiovascular_System
PLEKHG4,Granulocyte-monocyte progenitor,0.047019098,Abnormality_Of_The_Cardiovascular_System
KCTD19,Lymphoid-primed multipotent progenitor cell(LMPP),0.000570019,Abnormality_Of_The_Cardiovascular_System
KCTD19,Granulocyte-monocyte progenitor,0.047019098,Abnormality_Of_The_Cardiovascular_System
LRRC36,Lymphoid-primed multipotent progenitor cell(LMPP),0.000669923,Abnormality_Of_The_Cardiovascular_System
TPPP3,Lymphoid-primed multipotent progenitor cell(LMPP),0.000618978,Abnormality_Of_The_Cardiovascular_System
TPPP3,Granulocyte-monocyte progenitor,0.048929106,Abnormality_Of_The_Cardiovascular_System
ZDHHC1,Lymphoid-primed multipotent progenitor cell(LMPP),0.000669923,Abnormality_Of_The_Cardiovascular_System
HSD11B2,Lymphoid-primed multipotent progenitor cell(LMPP),0.000669923,Abnormality_Of_The_Cardiovascular_System
ATP6V0D1,Lymphoid-primed multipotent progenitor cell(LMPP),0.000777694,Abnormality_Of_The_Cardiovascular_System
EXOC3L1,Lymphoid-primed multipotent progenitor cell(LMPP),0.000393911,Abnormality_Of_The_Cardiovascular_System
EXOC3L1,Granulocyte-monocyte progenitor,0.039338334,Abnormality_Of_The_Cardiovascular_System
E2F4,Lymphoid-primed multipotent progenitor cell(LMPP),0.000393911,Abnormality_Of_The_Cardiovascular_System
E2F4,Granulocyte-monocyte progenitor,0.039338334,Abnormality_Of_The_Cardiovascular_System
ELMO3,Lymphoid-primed multipotent progenitor cell(LMPP),0.000393911,Abnormality_Of_The_Cardiovascular_System
ELMO3,Granulocyte-monocyte progenitor,0.039338334,Abnormality_Of_The_Cardiovascular_System
LRRC29,Lymphoid-primed multipotent progenitor cell(LMPP),0.000434962,Abnormality_Of_The_Cardiovascular_System
LRRC29,Granulocyte-monocyte progenitor,0.041264457,Abnormality_Of_The_Cardiovascular_System
AC040160.1,Lymphoid-primed multipotent progenitor cell(LMPP),0.000434962,Abnormality_Of_The_Cardiovascular_System
AC040160.1,Granulocyte-monocyte progenitor,0.041264457,Abnormality_Of_The_Cardiovascular_System
TMEM208,Lymphoid-primed multipotent progenitor cell(LMPP),0.000434962,Abnormality_Of_The_Cardiovascular_System
TMEM208,Granulocyte-monocyte progenitor,0.041264457,Abnormality_Of_The_Cardiovascular_System
AGRP,Lymphoid-primed multipotent progenitor cell(LMPP),0.00072283,Abnormality_Of_The_Cardiovascular_System
FAM65A,Lymphoid-primed multipotent progenitor cell(LMPP),0.000777668,Abnormality_Of_The_Cardiovascular_System
CTCF,Lymphoid-primed multipotent progenitor cell(LMPP),0.000834481,Abnormality_Of_The_Cardiovascular_System
RLTPR,Lymphoid-primed multipotent progenitor cell(LMPP),0.000669923,Abnormality_Of_The_Cardiovascular_System
ACD,Lymphoid-primed multipotent progenitor cell(LMPP),0.000669923,Abnormality_Of_The_Cardiovascular_System
ENKD1,Lymphoid-primed multipotent progenitor cell(LMPP),0.000669923,Abnormality_Of_The_Cardiovascular_System
C16orf86,Lymphoid-primed multipotent progenitor cell(LMPP),0.000669923,Abnormality_Of_The_Cardiovascular_System
GFOD2,Lymphoid-primed multipotent progenitor cell(LMPP),0.000669923,Abnormality_Of_The_Cardiovascular_System
PSKH1,Lymphoid-primed multipotent progenitor cell(LMPP),0.0006699,Abnormality_Of_The_Cardiovascular_System
CTRL,Lymphoid-primed multipotent progenitor cell(LMPP),0.000618957,Abnormality_Of_The_Cardiovascular_System
CTC-479C5.12,Lymphoid-primed multipotent progenitor cell(LMPP),0.000618957,Abnormality_Of_The_Cardiovascular_System
PSMB10,Lymphoid-primed multipotent progenitor cell(LMPP),0.000618957,Abnormality_Of_The_Cardiovascular_System
LCAT,Lymphoid-primed multipotent progenitor cell(LMPP),0.000618957,Abnormality_Of_The_Cardiovascular_System
SLC12A4,Lymphoid-primed multipotent progenitor cell(LMPP),0.000618957,Abnormality_Of_The_Cardiovascular_System
DPEP3,Lymphoid-primed multipotent progenitor cell(LMPP),0.000618957,Abnormality_Of_The_Cardiovascular_System
DPEP2,Lymphoid-primed multipotent progenitor cell(LMPP),0.000618957,Abnormality_Of_The_Cardiovascular_System
DUS2,Lymphoid-primed multipotent progenitor cell(LMPP),0.000618957,Abnormality_Of_The_Cardiovascular_System
DDX28,Lymphoid-primed multipotent progenitor cell(LMPP),0.000618957,Abnormality_Of_The_Cardiovascular_System
NFATC3,Lymphoid-primed multipotent progenitor cell(LMPP),0.000669878,Abnormality_Of_The_Cardiovascular_System
RANBP10,Lymphoid-primed multipotent progenitor cell(LMPP),0.000618978,Abnormality_Of_The_Cardiovascular_System
TSNAXIP1,Lymphoid-primed multipotent progenitor cell(LMPP),0.000618978,Abnormality_Of_The_Cardiovascular_System
CENPT,Lymphoid-primed multipotent progenitor cell(LMPP),0.00057,Abnormality_Of_The_Cardiovascular_System
NUTF2,Lymphoid-primed multipotent progenitor cell(LMPP),0.00057,Abnormality_Of_The_Cardiovascular_System
EDC4,Lymphoid-primed multipotent progenitor cell(LMPP),0.00057,Abnormality_Of_The_Cardiovascular_System
NRN1L,Lymphoid-primed multipotent progenitor cell(LMPP),0.00057,Abnormality_Of_The_Cardiovascular_System
ESRP2,Lymphoid-primed multipotent progenitor cell(LMPP),0.00047794,Abnormality_Of_The_Cardiovascular_System
PLA2G15,Lymphoid-primed multipotent progenitor cell(LMPP),0.00047794,Abnormality_Of_The_Cardiovascular_System
SLC7A6,Lymphoid-primed multipotent progenitor cell(LMPP),0.00047794,Abnormality_Of_The_Cardiovascular_System
SLC7A6OS,Lymphoid-primed multipotent progenitor cell(LMPP),0.000434918,Abnormality_Of_The_Cardiovascular_System
PRMT7,Lymphoid-primed multipotent progenitor cell(LMPP),0.000393872,Abnormality_Of_The_Cardiovascular_System
SMPD3,Lymphoid-primed multipotent progenitor cell(LMPP),0.000522979,Abnormality_Of_The_Cardiovascular_System
MBTPS1,CD1C-CD141- dendritic cell,0.038240959,Abnormality_Of_The_Cardiovascular_System
RNF166,Dendritic cell,0.008999728,Abnormality_Of_The_Cardiovascular_System
RNF166,Effector CD8+ memory T (Tem) cell,0.019793165,Abnormality_Of_The_Cardiovascular_System
CTU2,Dendritic cell,0.008359514,Abnormality_Of_The_Cardiovascular_System
CTU2,Effector CD8+ memory T (Tem) cell,0.018392298,Abnormality_Of_The_Cardiovascular_System
PIEZO1,Dendritic cell,0.009639539,Abnormality_Of_The_Cardiovascular_System
PIEZO1,Effector CD8+ memory T (Tem) cell,0.021192057,Abnormality_Of_The_Cardiovascular_System
METTL16,Plasmacytoid dendritic cell,0.041108842,Abnormality_Of_The_Cardiovascular_System
METTL16,Multilymphoid progenitor cell,0.002076319,Abnormality_Of_The_Cardiovascular_System
METTL16,Plasmacytoid dendritic cell(pDC),0.003206159,Abnormality_Of_The_Cardiovascular_System
CIDEA,Plasmacytoid dendritic cell,0.017828981,Abnormality_Of_The_Cardiovascular_System
NEDD4L,Memory B cell,0.000526584,Abnormality_Of_The_Cardiovascular_System
RETN,Myeloid dendritic cell,0.005219575,Abnormality_Of_The_Cardiovascular_System
RETN,B cell,0.02165913,Abnormality_Of_The_Cardiovascular_System
RETN,Naive B cell,0.005692729,Abnormality_Of_The_Cardiovascular_System
RETN,M2 macrophage,5.50E-06,Abnormality_Of_The_Cardiovascular_System
RETN,CD1C+_B dendritic cell,0.01323623,Abnormality_Of_The_Cardiovascular_System
RETN,Immature B cell,0.002850185,Abnormality_Of_The_Cardiovascular_System
RETN,Mature naive B cell,0.000475556,Abnormality_Of_The_Cardiovascular_System
PDE4A,Eosinophil,0.008797175,Abnormality_Of_The_Cardiovascular_System
PDE4A,Plasma cell,0.006773608,Abnormality_Of_The_Cardiovascular_System
PDE4A,Effector CD8+ memory T (Tem) cell,0.028156981,Abnormality_Of_The_Cardiovascular_System
PDE4A,Myeloid-derived suppressor cell,0.008123089,Abnormality_Of_The_Cardiovascular_System
PDE4A,Multilymphoid progenitor cell,0.017221576,Abnormality_Of_The_Cardiovascular_System
PDE4A,CD4+ recently activated effector memory or effector T cell (CTL),0.004069412,Abnormality_Of_The_Cardiovascular_System
PDE4A,CD8+ recently activated effector memory or effector T cell (CTL),0.004746116,Abnormality_Of_The_Cardiovascular_System
FDX1L,Eosinophil,0.007043715,Abnormality_Of_The_Cardiovascular_System
FDX1L,Plasma cell,0.005422383,Abnormality_Of_The_Cardiovascular_System
FDX1L,Myeloid-derived suppressor cell,0.006503546,Abnormality_Of_The_Cardiovascular_System
CTD-2369P2.10,Eosinophil,0.007043715,Abnormality_Of_The_Cardiovascular_System
CTD-2369P2.10,Plasma cell,0.005422383,Abnormality_Of_The_Cardiovascular_System
CTD-2369P2.10,Myeloid-derived suppressor cell,0.006503546,Abnormality_Of_The_Cardiovascular_System
CTD-2369P2.12,Eosinophil,0.006604884,Abnormality_Of_The_Cardiovascular_System
CTD-2369P2.12,Plasma cell,0.005084304,Abnormality_Of_The_Cardiovascular_System
CTD-2369P2.12,Myeloid-derived suppressor cell,0.006098265,Abnormality_Of_The_Cardiovascular_System
RAVER1,Eosinophil,0.006604884,Abnormality_Of_The_Cardiovascular_System
RAVER1,Plasma cell,0.005084304,Abnormality_Of_The_Cardiovascular_System
RAVER1,Myeloid-derived suppressor cell,0.006098265,Abnormality_Of_The_Cardiovascular_System
ICAM3,Eosinophil,0.006604884,Abnormality_Of_The_Cardiovascular_System
ICAM3,Plasma cell,0.005084304,Abnormality_Of_The_Cardiovascular_System
ICAM3,Myeloid-derived suppressor cell,0.006098265,Abnormality_Of_The_Cardiovascular_System
TYK2,Eosinophil,0.006604884,Abnormality_Of_The_Cardiovascular_System
TYK2,Plasma cell,0.005084304,Abnormality_Of_The_Cardiovascular_System
TYK2,Myeloid-derived suppressor cell,0.006098265,Abnormality_Of_The_Cardiovascular_System
CDC37,Eosinophil,0.007043715,Abnormality_Of_The_Cardiovascular_System
CDC37,Plasma cell,0.005422383,Abnormality_Of_The_Cardiovascular_System
CDC37,Myeloid-derived suppressor cell,0.006503546,Abnormality_Of_The_Cardiovascular_System
ICAM1,Eosinophil,0.007482233,Abnormality_Of_The_Cardiovascular_System
ICAM1,Plasma cell,0.005760255,Abnormality_Of_The_Cardiovascular_System
ICAM1,Myeloid-derived suppressor cell,0.006908552,Abnormality_Of_The_Cardiovascular_System
ZGLP1,Eosinophil,0.006604884,Abnormality_Of_The_Cardiovascular_System
ZGLP1,Plasma cell,0.005084304,Abnormality_Of_The_Cardiovascular_System
ZGLP1,Myeloid-derived suppressor cell,0.006098265,Abnormality_Of_The_Cardiovascular_System
CARM1,CD1C-CD141- dendritic cell,0.03824032,Abnormality_Of_The_Cardiovascular_System
HOOK2,B cell,0.023188723,Abnormality_Of_The_Cardiovascular_System
HOOK2,Granulocyte-monocyte progenitor,0.02965002,Abnormality_Of_The_Cardiovascular_System
